raceId,Team,kaggle_driver_id,position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec,Track,rain,sunny
1061,McLaren,846,6,1,1,87.444,87.22,86.89699999999999,Great Britain,0,1
1061,McLaren,817,7,1,1,87.32300000000001,87.125,86.899,Great Britain,0,1
1061,Williams,847,8,1,1,87.67099999999999,87.08,86.971,Great Britain,0,1
1061,Ferrari,832,9,1,1,87.337,86.848,87.007,Great Britain,0,1
1061,Aston Martin,20,10,1,1,87.493,87.10300000000001,87.179,Great Britain,0,1
1061,Alpine,4,11,1,0,87.58,87.245,,Great Britain,0,1
1061,AlphaTauri,842,12,1,0,87.6,87.273,,Great Britain,0,1
1061,Alpine,839,13,1,0,87.41499999999999,87.34,,Great Britain,0,1
1061,Alfa Romeo,841,14,1,0,87.595,87.617,,Great Britain,0,1
1061,Aston Martin,840,15,1,0,88.017,87.66499999999999,,Great Britain,0,1
1061,AlphaTauri,852,16,0,0,88.043,,,Great Britain,0,1
1061,Alfa Romeo,8,17,0,0,88.062,,,Great Britain,0,1
1061,Williams,849,18,0,0,88.254,,,Great Britain,0,1
1061,Haas,854,19,0,0,88.738,,,Great Britain,0,1
1061,Haas,853,20,0,0,89.051,,,Great Britain,0,1
1062,Mercedes,1,1,1,1,76.424,76.553,75.419,Hungary,1,1
1062,Mercedes,822,2,1,1,76.569,76.702,75.734,Hungary,1,1
1062,Red Bull Racing,830,3,1,1,76.214,75.65,75.84,Hungary,1,1
1062,Red Bull Racing,815,4,1,1,77.233,76.443,76.42099999999999,Hungary,1,1
1062,AlphaTauri,842,5,1,1,76.874,76.394,76.483,Hungary,1,1
1062,McLaren,846,6,1,1,77.081,76.385,76.489,Hungary,1,1
1062,Ferrari,844,7,1,1,77.084,76.574,76.496,Hungary,1,1
1062,Alpine,839,8,1,1,77.367,76.76599999999999,76.65299999999999,Hungary,1,1
1062,Alpine,4,9,1,1,77.123,76.541,76.715,Hungary,1,1
1062,Aston Martin,20,10,1,1,77.105,76.794,76.75,Hungary,1,1
1062,McLaren,817,11,1,0,77.664,76.871,,Hungary,1,1
1062,Aston Martin,840,12,1,0,77.038,76.893,,Hungary,1,1
1062,Alfa Romeo,8,13,1,0,77.553,77.564,,Hungary,1,1
1062,Alfa Romeo,841,14,1,0,77.776,77.583,,Hungary,1,1
1062,Ferrari,832,15,0,0,76.649,,,Hungary,1,1
1062,AlphaTauri,852,16,0,0,77.919,,,Hungary,1,1
1062,Williams,847,17,0,0,77.944,,,Hungary,1,1
1062,Williams,849,18,0,0,78.036,,,Hungary,1,1
1062,Haas,853,19,0,0,78.922,,,Hungary,1,1
1062,Haas,854,20,0,0,,,,Hungary,1,1
1063,Red Bull Racing,830,1,1,1,118.717,116.559,119.765,Belgium,1,0
1063,Williams,847,2,1,1,119.864,116.95,120.086,Belgium,1,0
1063,Mercedes,1,3,1,1,119.218,116.229,120.099,Belgium,1,0
1063,McLaren,817,4,1,1,121.583,117.127,120.864,Belgium,1,0
1063,Aston Martin,20,5,1,1,120.175,116.814,120.935,Belgium,1,0
1063,AlphaTauri,842,6,1,1,120.387,116.44,121.164,Belgium,1,0
1063,Red Bull Racing,815,7,1,1,119.334,116.886,122.112,Belgium,1,0
1063,Mercedes,822,8,1,1,119.87,116.295,122.502,Belgium,1,0
1063,Alpine,839,9,1,1,121.824,117.354,123.513,Belgium,1,0
1063,McLaren,846,10,1,0,118.301,116.025,,Belgium,1,0
1063,Ferrari,844,11,1,0,120.728,117.721,,Belgium,1,0
1063,Williams,849,12,1,0,120.966,118.056,,Belgium,1,0
1063,Ferrari,832,13,1,0,121.184,118.137,,Belgium,1,0
1063,Alpine,4,14,1,0,121.653,118.205,,Belgium,1,0
1063,Aston Martin,840,15,1,0,121.597,118.231,,Belgium,1,0
1063,Alfa Romeo,841,16,0,0,122.306,,,Belgium,1,0
1063,AlphaTauri,852,17,0,0,122.413,,,Belgium,1,0
1063,Haas,854,18,0,0,123.973,,,Belgium,1,0
1063,Alfa Romeo,8,19,0,0,124.452,,,Belgium,1,0
1063,Haas,853,20,0,0,124.939,,,Belgium,1,0
1064,Red Bull Racing,830,1,1,1,70.036,69.071,68.885,Netherlands,0,1
1064,Mercedes,1,2,1,1,70.114,69.726,68.923,Netherlands,0,1
1064,Mercedes,822,3,1,1,70.219,69.769,69.222,Netherlands,0,1
1064,AlphaTauri,842,4,1,1,70.274,69.541,69.478,Netherlands,0,1
1064,Ferrari,844,5,1,1,69.82900000000001,69.437,69.527,Netherlands,0,1
1064,Ferrari,832,6,1,1,70.022,69.87,69.537,Netherlands,0,1
1064,Alfa Romeo,841,7,1,1,70.05,70.033,69.59,Netherlands,0,1
1064,Alpine,839,8,1,1,70.179,69.919,69.93299999999999,Netherlands,0,1
1064,Alpine,4,9,1,1,70.435,70.02,69.956,Netherlands,0,1
1064,McLaren,817,10,1,1,70.255,69.865,70.166,Netherlands,0,1
1064,Williams,847,11,1,0,70.382,70.332,,Netherlands,0,1
1064,Aston Martin,840,12,1,0,70.438,70.367,,Netherlands,0,1
1064,McLaren,846,13,1,0,70.489,70.406,,Netherlands,0,1
1064,Williams,849,14,1,0,70.093,71.161,,Netherlands,0,1
1064,AlphaTauri,852,15,1,0,70.462,71.314,,Netherlands,0,1
1064,Red Bull Racing,815,16,0,0,70.53,,,Netherlands,0,1
1064,Aston Martin,20,17,0,0,70.731,,,Netherlands,0,1
1064,Alfa Romeo,9,18,0,0,71.301,,,Netherlands,0,1
1064,Haas,854,19,0,0,71.387,,,Netherlands,0,1
1064,Haas,853,20,0,0,71.875,,,Netherlands,0,1
1065,Mercedes,822,1,1,1,80.685,80.032,79.555,Italy,0,1
1065,Mercedes,1,2,1,1,80.543,79.936,79.651,Italy,0,1
1065,Red Bull Racing,830,3,1,1,81.035,80.229,79.96600000000001,Italy,0,1
1065,McLaren,846,4,1,1,80.916,80.059,79.989,Italy,0,1
1065,McLaren,817,5,1,1,81.292,80.435,79.995,Italy,0,1
1065,AlphaTauri,842,6,1,1,81.44,80.556,80.26,Italy,0,1
1065,Ferrari,832,7,1,1,81.118,80.75,80.462,Italy,0,1
1065,Ferrari,844,8,1,1,81.219,80.767,80.51,Italy,0,1
1065,Red Bull Racing,815,9,1,1,81.30799999999999,80.882,80.611,Italy,0,1
1065,Alfa Romeo,841,10,1,1,81.197,80.726,80.80799999999999,Italy,0,1
1065,Aston Martin,20,11,1,0,81.394,80.913,,Italy,0,1
1065,Aston Martin,840,12,1,0,81.41499999999999,81.02,,Italy,0,1
1065,Alpine,4,13,1,0,81.487,81.069,,Italy,0,1
1065,Alpine,839,14,1,0,81.5,81.10300000000001,,Italy,0,1
1065,Williams,847,15,1,0,81.89,81.392,,Italy,0,1
1065,Williams,849,16,0,0,81.925,,,Italy,0,1
1065,AlphaTauri,852,17,0,0,81.973,,,Italy,0,1
1065,Haas,854,18,0,0,82.248,,,Italy,0,1
1065,Alfa Romeo,9,19,0,0,82.53,,,Italy,0,1
1065,Haas,853,20,0,0,82.71600000000001,,,Italy,0,1
1066,McLaren,846,1,1,1,107.238,105.827,101.993,Russia,1,1
1066,Ferrari,832,2,1,1,107.924,106.521,102.51,Russia,1,1
1066,Williams,847,3,1,1,108.303,106.435,102.983,Russia,1,1
1066,Mercedes,1,4,1,1,105.992,105.129,104.05,Russia,1,1
1066,McLaren,817,5,1,1,108.345,106.361,104.156,Russia,1,1
1066,Alpine,4,6,1,1,107.877,105.514,104.204,Russia,1,1
1066,Mercedes,822,7,1,1,106.396,105.306,104.71,Russia,1,1
1066,Aston Martin,840,8,1,1,108.322,106.36,104.956,Russia,1,1
1066,Red Bull Racing,815,9,1,1,106.455,105.834,105.337,Russia,1,1
1066,Alpine,839,10,1,1,108.099,106.07,105.865,Russia,1,1
1066,Aston Martin,20,11,1,0,107.205,106.573,,Russia,1,1
1066,AlphaTauri,842,12,1,0,107.828,106.641,,Russia,1,1
1066,AlphaTauri,852,13,1,0,108.854,106.751,,Russia,1,1
1066,Williams,849,14,0,0,108.252,,,Russia,1,1
1066,Ferrari,844,15,0,0,108.47,,,Russia,1,1
1066,Alfa Romeo,8,16,0,0,109.586,,,Russia,1,1
1066,Haas,854,17,0,0,109.83,,,Russia,1,1
1066,Alfa Romeo,841,18,0,0,111.023,,,Russia,1,1
1066,Haas,853,19,0,0,113.764,,,Russia,1,1
1066,Red Bull Racing,830,20,0,0,,,,Russia,1,1
1067,Mercedes,1,1,1,1,84.58500000000001,83.082,82.868,Turkey,0,1
1067,Mercedes,822,2,1,1,85.047,83.57900000000001,82.998,Turkey,0,1
1067,Red Bull Racing,830,3,1,1,84.592,83.732,83.196,Turkey,0,1
1067,Ferrari,844,4,1,1,84.869,84.015,83.265,Turkey,0,1
1067,AlphaTauri,842,5,1,1,84.70400000000001,83.81700000000001,83.326,Turkey,0,1
1067,Alpine,4,6,1,1,85.174,83.914,83.477,Turkey,0,1
1067,Red Bull Racing,815,7,1,1,84.963,83.961,83.706,Turkey,0,1
1067,McLaren,846,8,1,1,85.138,84.642,83.95400000000001,Turkey,0,1
1067,Aston Martin,840,9,1,1,85.511,84.601,84.305,Turkey,0,1
1067,AlphaTauri,852,10,1,1,85.40899999999999,84.054,84.368,Turkey,0,1
1067,Aston Martin,20,11,1,0,85.787,84.795,,Turkey,0,1
1067,Alpine,839,12,1,0,85.422,84.842,,Turkey,0,1
1067,Williams,847,13,1,0,85.417,85.007,,Turkey,0,1
1067,Haas,854,14,1,0,85.555,85.2,,Turkey,0,1
1067,Ferrari,832,15,0,0,85.17699999999999,,,Turkey,0,1
1067,McLaren,817,16,0,0,85.881,,,Turkey,0,1
1067,Williams,849,17,0,0,86.086,,,Turkey,0,1
1067,Alfa Romeo,841,18,0,0,86.43,,,Turkey,0,1
1067,Alfa Romeo,8,19,0,0,87.525,,,Turkey,0,1
1067,Haas,853,20,0,0,88.449,,,Turkey,0,1
1069,Red Bull Racing,830,1,1,1,94.352,93.464,92.91,United States,0,1
1069,Mercedes,1,2,1,1,94.579,93.797,93.119,United States,0,1
1069,Red Bull Racing,815,3,1,1,94.369,94.178,93.134,United States,0,1
1069,Mercedes,822,4,1,1,94.59,93.959,93.475,United States,0,1
1069,Ferrari,844,5,1,1,94.153,93.928,93.606,United States,0,1
1069,Ferrari,832,6,1,1,94.558,94.126,93.792,United States,0,1
1069,McLaren,817,7,1,1,94.407,94.643,93.808,United States,0,1
1069,McLaren,846,8,1,1,94.551,93.88,93.887,United States,0,1
1069,AlphaTauri,842,9,1,1,94.567,94.583,94.118,United States,0,1
1069,AlphaTauri,852,10,1,1,95.36,95.137,94.918,United States,0,1
1069,Alpine,839,11,1,0,95.747,95.377,,United States,0,1
1069,Aston Martin,20,12,1,0,95.281,95.5,,United States,0,1
1069,Alfa Romeo,841,13,1,0,95.92,95.794,,United States,0,1
1069,Alpine,4,14,1,0,95.756,104.549,,United States,0,1
1069,Williams,847,15,0,0,95.746,,,United States,0,1
1069,Aston Martin,840,16,0,0,95.983,,,United States,0,1
1069,Williams,849,17,0,0,95.995,,,United States,0,1
1069,Alfa Romeo,8,18,0,0,96.311,,,United States,0,1
1069,Haas,854,19,0,0,96.499,,,United States,0,1
1069,Haas,853,20,0,0,96.796,,,United States,0,1
1070,Mercedes,822,1,1,1,76.727,76.864,75.875,Mexico,0,1
1070,Mercedes,1,2,1,1,77.207,76.474,76.02,Mexico,0,1
1070,Red Bull Racing,830,3,1,1,76.788,76.483,76.225,Mexico,0,1
1070,Red Bull Racing,815,4,1,1,77.003,77.055,76.342,Mexico,0,1
1070,AlphaTauri,842,5,1,1,76.908,76.955,76.456,Mexico,0,1
1070,Ferrari,832,6,1,1,77.517,77.248,76.761,Mexico,0,1
1070,McLaren,817,7,1,1,77.719,77.092,76.763,Mexico,0,1
1070,Ferrari,844,8,1,1,76.748,77.03399999999999,76.837,Mexico,0,1
1070,AlphaTauri,852,9,1,1,77.33,76.701,77.158,Mexico,0,1
1070,McLaren,846,10,1,1,77.569,77.473,96.83,Mexico,0,1
1070,Aston Martin,20,11,1,0,77.502,77.746,,Mexico,0,1
1070,Alfa Romeo,8,12,1,0,77.606,77.958,,Mexico,0,1
1070,Williams,847,13,1,0,77.958,78.172,,Mexico,0,1
1070,Alfa Romeo,841,14,1,0,77.89699999999999,78.28999999999999,,Mexico,0,1
1070,Alpine,839,15,1,0,78.126,78.405,,Mexico,0,1
1070,Alpine,4,16,0,0,78.452,,,Mexico,0,1
1070,Williams,849,17,0,0,78.756,,,Mexico,0,1
1070,Haas,854,18,0,0,78.858,,,Mexico,0,1
1070,Haas,853,19,0,0,79.303,,,Mexico,0,1
1070,Aston Martin,840,20,0,0,80.873,,,Mexico,0,1
1071,Mercedes,1,1,1,1,68.733,68.068,67.934,Brazil,0,1
1071,Red Bull Racing,830,2,1,1,69.32900000000001,68.499,68.372,Brazil,0,1
1071,Mercedes,822,3,1,1,69.03999999999999,68.426,68.469,Brazil,0,1
1071,Red Bull Racing,815,4,1,1,69.172,68.973,68.483,Brazil,0,1
1071,AlphaTauri,842,5,1,1,69.347,68.903,68.777,Brazil,0,1
1071,Ferrari,832,6,1,1,69.04599999999999,69.031,68.826,Brazil,0,1
1071,Ferrari,844,7,1,1,69.155,68.859,68.96000000000001,Brazil,0,1
1071,McLaren,846,8,1,1,69.365,69.03,68.98,Brazil,0,1
1071,McLaren,817,9,1,1,69.374,69.093,69.039,Brazil,0,1
1071,Alpine,4,10,1,1,69.391,69.137,69.113,Brazil,0,1
1071,Alpine,839,11,1,0,69.43,69.189,,Brazil,0,1
1071,Aston Martin,20,12,1,0,69.451,69.399,,Brazil,0,1
1071,AlphaTauri,852,13,1,0,69.35,69.483,,Brazil,0,1
1071,Alfa Romeo,8,14,1,0,69.598,69.503,,Brazil,0,1
1071,Alfa Romeo,841,15,1,0,69.342,70.227,,Brazil,0,1
1071,Aston Martin,840,16,0,0,69.663,,,Brazil,0,1
1071,Williams,849,17,0,0,69.897,,,Brazil,0,1
1071,Williams,847,18,0,0,69.953,,,Brazil,0,1
1071,Haas,854,19,0,0,70.32900000000001,,,Brazil,0,1
1071,Haas,853,20,0,0,70.589,,,Brazil,0,1
