raceId,Team,kaggle_driver_id,position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec,Track
1033,Red Bull Racing,830,7,1,1,75.495,74.976,74.849,Hungary
1033,McLaren,846,8,1,1,75.444,75.08500000000001,74.966,Hungary
1033,McLaren,832,9,1,1,75.281,75.267,75.027,Hungary
1033,AlphaTauri,842,10,1,0,75.767,75.508,,Hungary
1033,Renault,817,11,1,0,75.848,75.661,,Hungary
1033,Williams,847,12,1,0,75.58500000000001,75.69800000000001,,Hungary
1033,Red Bull Racing,848,13,1,0,75.722,75.715,,Hungary
1033,Renault,839,14,1,0,75.719,75.742,,Hungary
1033,Williams,849,15,1,0,76.105,76.544,,Hungary
1033,Haas,825,16,0,0,76.152,,,Hungary
1033,AlphaTauri,826,17,0,0,76.20400000000001,,,Hungary
1033,Haas,154,18,0,0,76.407,,,Hungary
1033,Alfa Romeo,841,19,0,0,76.506,,,Hungary
1033,Alfa Romeo,8,20,0,0,76.614,,,Hungary
1033,Mercedes,1,1,1,1,74.907,74.261,73.447,Hungary
1034,Mercedes,1,1,1,1,85.9,85.34700000000001,84.303,Great Britain
1034,Mercedes,822,2,1,1,85.801,85.015,84.616,Great Britain
1034,Red Bull Racing,830,3,1,1,86.115,86.144,85.325,Great Britain
1034,Ferrari,844,4,1,1,86.55,86.203,85.42699999999999,Great Britain
1034,McLaren,846,5,1,1,86.855,86.42,85.782,Great Britain
1034,Racing Point,840,6,1,1,86.243,86.501,85.839,Great Britain
1034,McLaren,832,7,1,1,86.715,86.149,85.965,Great Britain
1034,Renault,817,8,1,1,86.67699999999999,86.339,86.009,Great Britain
1034,Renault,839,9,1,1,86.396,86.252,86.209,Great Britain
1034,Ferrari,20,10,1,1,86.469,86.455,86.339,Great Britain
1034,AlphaTauri,842,11,1,0,86.343,86.501,,Great Britain
1034,Red Bull Racing,848,12,1,0,86.565,86.545,,Great Britain
1034,Racing Point,807,13,1,0,86.327,86.566,,Great Britain
1034,AlphaTauri,826,14,1,0,86.774,86.744,,Great Britain
1034,Williams,847,15,1,0,86.732,87.092,,Great Britain
1034,Haas,825,16,0,0,87.158,,,Great Britain
1034,Alfa Romeo,841,17,0,0,87.164,,,Great Britain
1034,Alfa Romeo,8,18,0,0,87.366,,,Great Britain
1034,Haas,154,19,0,0,87.643,,,Great Britain
1034,Williams,849,20,0,0,87.705,,,Great Britain
1035,Mercedes,822,1,1,1,86.738,85.785,85.154,70th Anniversary
1035,Mercedes,1,2,1,1,86.818,86.26599999999999,85.217,70th Anniversary
1035,Racing Point,807,3,1,1,87.279,86.261,86.082,70th Anniversary
1035,Red Bull Racing,830,4,1,1,87.154,86.779,86.176,70th Anniversary
1035,Renault,817,5,1,1,87.44200000000001,86.636,86.297,70th Anniversary
1035,Racing Point,840,6,1,1,87.187,86.674,86.428,70th Anniversary
1035,AlphaTauri,842,7,1,1,87.154,86.523,86.53399999999999,70th Anniversary
1035,Ferrari,844,8,1,1,87.42699999999999,86.709,86.614,70th Anniversary
1035,Red Bull Racing,848,9,1,1,87.15299999999999,86.642,86.669,70th Anniversary
1035,McLaren,846,10,1,1,87.217,86.885,86.77799999999999,70th Anniversary
1035,Renault,839,11,1,0,87.27799999999999,87.011,,70th Anniversary
1035,Ferrari,20,12,1,0,87.612,87.078,,70th Anniversary
1035,McLaren,832,13,1,0,87.45,87.083,,70th Anniversary
1035,Haas,154,14,1,0,87.519,87.254,,70th Anniversary
1035,Williams,847,15,1,0,87.757,87.455,,70th Anniversary
1035,AlphaTauri,826,16,0,0,87.882,,,70th Anniversary
1035,Haas,825,17,0,0,88.236,,,70th Anniversary
1035,Williams,849,18,0,0,88.43,,,70th Anniversary
1035,Alfa Romeo,841,19,0,0,88.43299999999999,,,70th Anniversary
1035,Alfa Romeo,8,20,0,0,88.493,,,70th Anniversary
1036,Mercedes,1,1,1,1,76.872,76.013,75.584,Spain
1036,Mercedes,822,2,1,1,77.243,76.152,75.643,Spain
1036,Red Bull Racing,830,3,1,1,77.213,76.518,76.292,Spain
1036,Racing Point,815,4,1,1,77.117,76.936,76.482,Spain
1036,Racing Point,840,5,1,1,77.316,76.666,76.589,Spain
1036,Red Bull Racing,848,6,1,1,77.419,77.163,77.029,Spain
1036,McLaren,832,7,1,1,77.438,76.876,77.044,Spain
1036,McLaren,846,8,1,1,77.577,77.166,77.084,Spain
1036,Ferrari,844,9,1,1,77.256,76.953,77.087,Spain
1036,AlphaTauri,842,10,1,1,77.356,76.8,77.136,Spain
1036,Ferrari,20,11,1,0,77.57300000000001,77.168,,Spain
1036,AlphaTauri,826,12,1,0,77.676,77.19200000000001,,Spain
1036,Renault,817,13,1,0,77.667,77.19800000000001,,Spain
1036,Alfa Romeo,8,14,1,0,77.797,77.386,,Spain
1036,Renault,839,15,1,0,77.765,77.56700000000001,,Spain
1036,Haas,825,16,0,0,77.908,,,Spain
1036,Haas,154,17,0,0,78.089,,,Spain
1036,Williams,847,18,0,0,78.099,,,Spain
1036,Williams,849,19,0,0,78.532,,,Spain
1036,Alfa Romeo,841,20,0,0,78.697,,,Spain
1037,Mercedes,1,1,1,1,102.32300000000001,102.01400000000001,101.25200000000001,Belgium
1037,Mercedes,822,2,1,1,102.53399999999999,102.126,101.763,Belgium
1037,Red Bull Racing,830,3,1,1,103.197,102.473,101.77799999999999,Belgium
1037,Renault,817,4,1,1,103.309,102.487,102.061,Belgium
1037,Red Bull Racing,848,5,1,1,103.418,102.193,102.26400000000001,Belgium
1037,Renault,839,6,1,1,103.505,102.53399999999999,102.396,Belgium
1037,McLaren,832,7,1,1,103.322,102.47800000000001,102.438,Belgium
1037,Racing Point,815,8,1,1,103.34899999999999,102.67,102.532,Belgium
1037,Racing Point,840,9,1,1,103.265,102.491,102.60300000000001,Belgium
1037,McLaren,846,10,1,1,103.51400000000001,102.72200000000001,102.657,Belgium
1037,AlphaTauri,826,11,1,0,103.267,102.72999999999999,,Belgium
1037,AlphaTauri,842,12,1,0,103.262,102.745,,Belgium
1037,Ferrari,844,13,1,0,103.656,102.99600000000001,,Belgium
1037,Ferrari,20,14,1,0,103.56700000000001,103.261,,Belgium
1037,Williams,847,15,1,0,103.63,103.468,,Belgium
1037,Alfa Romeo,8,16,0,0,103.743,,,Belgium
1037,Haas,154,17,0,0,103.838,,,Belgium
1037,Alfa Romeo,841,18,0,0,103.95,,,Belgium
1037,Williams,849,19,0,0,104.138,,,Belgium
1037,Haas,825,20,0,0,104.314,,,Belgium
1038,Mercedes,1,1,1,1,79.514,79.092,78.887,Italy
1038,Mercedes,822,2,1,1,79.786,78.952,78.956,Italy
1038,McLaren,832,3,1,1,80.099,79.705,79.695,Italy
1038,Racing Point,815,4,1,1,80.048,79.718,79.72,Italy
1038,Red Bull Racing,830,5,1,1,80.193,79.78,79.795,Italy
1038,McLaren,846,6,1,1,80.344,79.962,79.82,Italy
1038,Renault,817,7,1,1,80.548,80.031,79.864,Italy
1038,Racing Point,840,8,1,1,80.4,79.924,80.049,Italy
1038,Red Bull Racing,848,9,1,1,81.104,80.064,80.09,Italy
1038,AlphaTauri,842,10,1,1,80.145,79.90899999999999,80.17699999999999,Italy
1038,AlphaTauri,826,11,1,0,80.307,80.169,,Italy
1038,Renault,839,12,1,0,80.747,80.23400000000001,,Italy
1038,Ferrari,844,13,1,0,80.443,80.273,,Italy
1038,Alfa Romeo,8,14,1,0,81.01,80.926,,Italy
1038,Haas,825,15,1,0,80.869,81.57300000000001,,Italy
1038,Haas,154,16,0,0,81.139,,,Italy
1038,Ferrari,20,17,0,0,81.151,,,Italy
1038,Alfa Romeo,841,18,0,0,81.206,,,Italy
1038,Williams,847,19,0,0,81.587,,,Italy
1038,Williams,849,20,0,0,81.717,,,Italy
1039,Mercedes,1,1,1,1,75.778,75.309,75.144,Tuscany
1039,Mercedes,822,2,1,1,75.749,75.322,75.203,Tuscany
1039,Red Bull Racing,830,3,1,1,76.33500000000001,75.471,75.509,Tuscany
1039,Red Bull Racing,848,4,1,1,76.527,75.914,75.95400000000001,Tuscany
1039,Ferrari,844,5,1,1,76.69800000000001,76.324,76.27,Tuscany
1039,Racing Point,815,6,1,1,76.596,76.489,76.311,Tuscany
1039,Racing Point,840,7,1,1,76.701,76.271,76.356,Tuscany
1039,Renault,817,8,1,1,76.981,76.243,76.543,Tuscany
1039,McLaren,832,9,1,1,76.993,76.52199999999999,77.87,Tuscany
1039,Renault,839,10,1,0,76.825,76.297,,Tuscany
1039,McLaren,846,11,1,0,76.895,76.64,,Tuscany
1039,AlphaTauri,826,12,1,0,76.928,76.854,,Tuscany
1039,Alfa Romeo,8,13,1,0,77.059,76.854,,Tuscany
1039,Ferrari,20,14,1,0,77.072,76.858,,Tuscany
1039,Haas,154,15,1,0,77.069,77.254,,Tuscany
1039,AlphaTauri,842,16,0,0,77.125,,,Tuscany
1039,Alfa Romeo,841,17,0,0,77.22,,,Tuscany
1039,Williams,847,18,0,0,77.232,,,Tuscany
1039,Williams,849,19,0,0,77.32,,,Tuscany
1039,Haas,825,20,0,0,77.348,,,Tuscany
1040,Mercedes,1,1,1,1,92.983,92.83500000000001,91.304,Russia
1040,Red Bull Racing,830,2,1,1,93.63,93.157,91.867,Russia
1040,Mercedes,822,3,1,1,92.656,92.405,91.956,Russia
1040,Racing Point,815,4,1,1,93.70400000000001,93.038,92.31700000000001,Russia
1040,Renault,817,5,1,1,93.65,92.218,92.364,Russia
1040,McLaren,832,6,1,1,93.967,92.757,92.55,Russia
1040,Renault,839,7,1,1,93.557,93.196,92.624,Russia
1040,McLaren,846,8,1,1,93.804,93.081,92.84700000000001,Russia
1040,AlphaTauri,842,9,1,1,93.73400000000001,93.13900000000001,93.0,Russia
1040,Red Bull Racing,848,10,1,1,93.919,93.15299999999999,93.00800000000001,Russia
1040,Ferrari,844,11,1,0,94.071,93.239,,Russia
1040,AlphaTauri,826,12,1,0,93.511,93.249,,Russia
1040,Racing Point,840,13,1,0,93.852,93.364,,Russia
1040,Williams,847,14,1,0,94.02000000000001,93.583,,Russia
1040,Ferrari,20,15,1,0,94.134,93.60900000000001,,Russia
1040,Haas,154,16,0,0,94.592,,,Russia
1040,Alfa Romeo,841,17,0,0,94.594,,,Russia
1040,Haas,825,18,0,0,94.681,,,Russia
1040,Williams,849,19,0,0,95.066,,,Russia
1040,Alfa Romeo,8,20,0,0,95.267,,,Russia
1041,Mercedes,822,1,1,1,86.57300000000001,85.971,85.269,Eifel
1041,Mercedes,1,2,1,1,86.62,85.39,85.525,Eifel
1041,Red Bull Racing,830,3,1,1,86.319,85.467,85.562,Eifel
1041,Ferrari,844,4,1,1,86.857,86.24,86.035,Eifel
1041,Red Bull Racing,848,5,1,1,87.126,86.285,86.047,Eifel
1041,Renault,817,6,1,1,86.836,86.096,86.223,Eifel
1041,Renault,839,7,1,1,87.086,86.364,86.242,Eifel
1041,McLaren,846,8,1,1,86.82900000000001,86.316,86.458,Eifel
1041,Racing Point,815,9,1,1,87.12,86.33,86.70400000000001,Eifel
1041,McLaren,832,10,1,1,87.378,86.361,86.709,Eifel
1041,Ferrari,20,11,1,0,87.107,86.738,,Eifel
1041,AlphaTauri,842,12,1,0,87.072,86.776,,Eifel
1041,AlphaTauri,826,13,1,0,87.285,86.848,,Eifel
1041,Alfa Romeo,841,14,1,0,87.532,86.936,,Eifel
1041,Haas,825,15,1,0,87.231,87.125,,Eifel
1041,Haas,154,16,0,0,87.55199999999999,,,Eifel
1041,Williams,847,17,0,0,87.564,,,Eifel
1041,Williams,849,18,0,0,87.812,,,Eifel
1041,Alfa Romeo,8,19,0,0,87.81700000000001,,,Eifel
1041,Racing Point,807,20,0,0,88.021,,,Eifel
1042,Racing Point,840,12,1,0,77.667,77.626,,Portugal
1042,Renault,839,11,1,0,77.775,77.614,,Portugal
1042,Renault,817,10,1,0,77.621,77.481,,Portugal
1042,AlphaTauri,842,9,1,1,77.209,77.367,77.803,Portugal
1042,McLaren,846,8,1,1,77.547,77.321,77.525,Portugal
1042,McLaren,832,7,1,1,77.627,77.18299999999999,77.52,Portugal
1042,Red Bull Racing,848,6,1,1,77.435,77.411,77.437,Portugal
1042,Racing Point,815,5,1,1,77.37,77.129,77.223,Portugal
1042,Ferrari,844,4,1,1,77.42099999999999,77.367,77.09,Portugal
1042,Red Bull Racing,830,3,1,1,76.879,77.038,76.904,Portugal
1042,Mercedes,822,2,1,1,76.945,76.46600000000001,76.754,Portugal
1042,Mercedes,1,1,1,1,76.828,76.824,76.652,Portugal
1042,AlphaTauri,826,13,1,0,77.84100000000001,77.72800000000001,,Portugal
1042,Williams,847,14,1,0,77.931,77.788,,Portugal
1042,Ferrari,20,15,1,0,77.446,77.919,,Portugal
1042,Alfa Romeo,8,16,0,0,78.201,,,Portugal
1042,Alfa Romeo,841,17,0,0,78.32300000000001,,,Portugal
1042,Haas,154,18,0,0,78.364,,,Portugal
1042,Haas,825,19,0,0,78.508,,,Portugal
1042,Williams,849,20,0,0,78.777,,,Portugal
1043,Mercedes,822,1,1,1,74.221,74.58500000000001,73.609,Emilia Romagna
1043,Mercedes,1,2,1,1,74.229,74.643,73.706,Emilia Romagna
1043,Red Bull Racing,830,3,1,1,75.034,74.974,74.176,Emilia Romagna
1043,AlphaTauri,842,4,1,1,75.18299999999999,74.681,74.502,Emilia Romagna
1043,Renault,817,5,1,1,75.474,74.953,74.52,Emilia Romagna
1043,Red Bull Racing,848,6,1,1,75.402,74.745,74.572,Emilia Romagna
1043,Ferrari,844,7,1,1,75.123,75.017,74.616,Emilia Romagna
1043,AlphaTauri,826,8,1,1,75.412,75.022,74.696,Emilia Romagna
1043,McLaren,846,9,1,1,75.274,75.051,74.814,Emilia Romagna
1043,McLaren,832,10,1,1,75.528,75.027,74.911,Emilia Romagna
1043,Racing Point,815,11,1,0,75.407,75.061,,Emilia Romagna
1043,Renault,839,12,1,0,75.352,75.201,,Emilia Romagna
1043,Williams,847,13,1,0,75.76,75.32300000000001,,Emilia Romagna
1043,Ferrari,20,14,1,0,75.571,75.385,,Emilia Romagna
1043,Racing Point,840,15,1,0,75.822,75.494,,Emilia Romagna
1043,Haas,154,16,0,0,75.918,,,Emilia Romagna
1043,Haas,825,17,0,0,75.939,,,Emilia Romagna
1043,Alfa Romeo,8,18,0,0,75.953,,,Emilia Romagna
1043,Williams,849,19,0,0,75.987,,,Emilia Romagna
1043,Alfa Romeo,841,20,0,0,76.208,,,Emilia Romagna
1044,Racing Point,840,1,1,1,127.467,113.372,107.765,Turkey
1044,Red Bull Racing,830,2,1,1,117.485,110.293,108.055,Turkey
1044,Racing Point,815,3,1,1,127.614,114.09700000000001,109.321,Turkey
1044,Red Bull Racing,848,4,1,1,119.431,112.282,110.44800000000001,Turkey
1044,Renault,817,5,1,1,125.598,114.27799999999999,111.595,Turkey
1044,Mercedes,1,6,1,1,127.599,112.709,112.56,Turkey
1044,Renault,839,7,1,1,126.115,113.657,112.622,Turkey
1044,Alfa Romeo,8,8,1,1,121.249,113.793,112.745,Turkey
1044,Mercedes,822,9,1,1,127.001,113.767,113.25800000000001,Turkey
1044,Alfa Romeo,841,10,1,1,127.341,113.431,117.226,Turkey
1044,McLaren,846,11,1,0,127.167,114.945,,Turkey
1044,Ferrari,20,12,1,0,123.356,115.169,,Turkey
1044,McLaren,832,13,1,0,127.489,115.41,,Turkey
1044,Ferrari,844,14,1,0,124.464,116.696,,Turkey
1044,AlphaTauri,842,15,1,0,125.579,118.556,,Turkey
1044,Haas,825,16,0,0,128.007,,,Turkey
1044,AlphaTauri,826,17,0,0,129.07,,,Turkey
1044,Williams,847,18,0,0,130.017,,,Turkey
1044,Haas,154,19,0,0,132.909,,,Turkey
1044,Williams,849,20,0,0,141.611,,,Turkey
1045,Mercedes,1,1,1,1,88.343,87.586,87.264,Bahrain
1045,Mercedes,822,2,1,1,88.767,88.063,87.553,Bahrain
1045,Red Bull Racing,830,3,1,1,88.885,88.025,87.678,Bahrain
1045,Red Bull Racing,848,4,1,1,88.732,88.749,88.274,Bahrain
1045,Racing Point,815,5,1,1,89.178,88.894,88.322,Bahrain
1045,Renault,817,6,1,1,89.005,88.648,88.417,Bahrain
1045,Renault,839,7,1,1,89.203,88.937,88.419,Bahrain
1045,AlphaTauri,842,8,1,1,88.971,89.008,88.44800000000001,Bahrain
1045,McLaren,846,9,1,1,89.464,88.877,88.542,Bahrain
1045,AlphaTauri,826,10,1,1,89.158,88.944,88.618,Bahrain
1045,Ferrari,20,11,1,0,89.142,89.149,,Bahrain
1045,Ferrari,844,12,1,0,89.137,89.16499999999999,,Bahrain
1045,Racing Point,840,13,1,0,88.679,89.557,,Bahrain
1045,Williams,847,14,1,0,89.294,91.218,,Bahrain
1045,McLaren,832,15,0,0,88.975,,,Bahrain
1045,Alfa Romeo,841,16,0,0,89.491,,,Bahrain
1045,Alfa Romeo,8,17,0,0,89.81,,,Bahrain
1045,Haas,825,18,0,0,90.111,,,Bahrain
1045,Haas,154,19,0,0,90.138,,,Bahrain
1045,Williams,849,20,0,0,90.182,,,Bahrain
1046,Mercedes,822,1,1,1,53.904,53.803,53.377,Sakhir
1046,Williams,847,2,1,1,54.16,53.819,53.403,Sakhir
1046,Red Bull Racing,830,3,1,1,54.037,53.647,53.433,Sakhir
1046,Ferrari,844,4,1,1,54.249,53.825,53.613,Sakhir
1046,Racing Point,815,5,1,1,54.236,53.787,53.79,Sakhir
1046,AlphaTauri,826,6,1,1,54.346,53.856,53.906,Sakhir
1046,Renault,817,7,1,1,54.388,53.871,53.957,Sakhir
1046,McLaren,832,8,1,1,54.45,53.818,54.01,Sakhir
1046,AlphaTauri,842,9,1,1,54.207,53.941,54.154,Sakhir
1046,Racing Point,840,10,1,1,54.595,53.84,54.2,Sakhir
1046,Renault,839,11,1,0,54.309,53.995,,Sakhir
1046,Red Bull Racing,848,12,1,0,54.62,54.026,,Sakhir
1046,Ferrari,20,13,1,0,54.301,54.175,,Sakhir
1046,Alfa Romeo,841,14,1,0,54.523,54.377,,Sakhir
1046,McLaren,846,15,1,0,54.194,54.693,,Sakhir
1046,Haas,825,16,0,0,54.705,,,Sakhir
1046,Williams,849,17,0,0,54.796,,,Sakhir
1046,Williams,851,18,0,0,54.892,,,Sakhir
1046,Alfa Romeo,8,19,0,0,54.963,,,Sakhir
1046,Haas,850,20,0,0,55.426,,,Sakhir
1047,Red Bull Racing,830,1,1,1,95.993,95.64099999999999,95.24600000000001,Abu Dhabi
1047,Mercedes,822,2,1,1,95.699,95.527,95.271,Abu Dhabi
1047,Mercedes,1,3,1,1,95.52799999999999,95.46600000000001,95.332,Abu Dhabi
1047,McLaren,846,4,1,1,96.01599999999999,95.84899999999999,95.497,Abu Dhabi
1047,Red Bull Racing,848,5,1,1,96.106,95.654,95.571,Abu Dhabi
1047,McLaren,832,6,1,1,96.517,96.19200000000001,95.815,Abu Dhabi
1047,AlphaTauri,826,7,1,1,96.459,96.214,95.963,Abu Dhabi
1047,Racing Point,840,8,1,1,96.50200000000001,96.143,96.04599999999999,Abu Dhabi
1047,Ferrari,844,9,1,1,95.881,95.932,96.065,Abu Dhabi
1047,AlphaTauri,842,10,1,1,96.545,96.282,96.24199999999999,Abu Dhabi
1047,Renault,839,11,1,0,96.783,96.35900000000001,,Abu Dhabi
1047,Renault,817,12,1,0,96.70400000000001,96.406,,Abu Dhabi
1047,Ferrari,20,13,1,0,96.655,96.631,,Abu Dhabi
1047,Alfa Romeo,841,14,1,0,97.075,98.24799999999999,,Abu Dhabi
1047,Racing Point,815,15,0,0,96.03399999999999,,,Abu Dhabi
1047,Alfa Romeo,8,16,0,0,97.555,,,Abu Dhabi
1047,Haas,825,17,0,0,97.863,,,Abu Dhabi
1047,Williams,847,18,0,0,98.045,,,Abu Dhabi
1047,Haas,850,19,0,0,98.173,,,Abu Dhabi
1047,Williams,849,20,0,0,98.443,,,Abu Dhabi
